created_at,favorite_count,full_text,quote_count,reply_count,retweet_count,hashtags,cleaned_text,cleaned_text_2,tokenized_text,stemmed_text,lemmatized_text
Tue Aug 26 23:05:56 +0000 2025,10597,Respect Terima kasih buat saudara 🇲🇾🇲🇾 Malam ini wakil-wakil gerakan mahasiswa dan masyarakat sivil hadir bersolidariti di hadapan bangunan Kedutaan Republik Indonesia. 400 demonstran yang ditahan polis wajib dibebaskan segera. Demonstrasi bukan jenayah. https://t.co/TqXdzKyo2Y,44,28,2040,[],respect terima kasih buat saudara  malam ini wakilwakil gerakan mahasiswa dan masyarakat sivil hadir bersolidariti di hadapan bangunan kedutaan republik indonesia  demonstran yang ditahan polis wajib dibebaskan segera demonstrasi bukan jenayah,respect terima kasih saudara malam wakilwakil gerakan mahasiswa masyarakat sivil hadir bersolidariti hadapan bangunan kedutaan republik indonesia demonstran ditahan polis wajib dibebaskan demonstrasi jenayah,"['respect', 'terima', 'kasih', 'saudara', 'malam', 'wakilwakil', 'gerakan', 'mahasiswa', 'masyarakat', 'sivil', 'hadir', 'bersolidariti', 'hadapan', 'bangunan', 'kedutaan', 'republik', 'indonesia', 'demonstran', 'ditahan', 'polis', 'wajib', 'dibebaskan', 'demonstrasi', 'jenayah']",respect terima kasih saudara malam wakilwakil gera mahasiswa masyarakat sivil hadir bersolidariti hadap bangun duta republik indonesia demonstran tahan polis wajib bebas demonstrasi jenayah,respect terima kasih saudara malam wakilwakil gerakan mahasiswa masyarakat sivil hadir bersolidariti hadapan bangunan kedutaan republik indonesia demonstran ditahan polis wajib dibebaskan demonstrasi jenayah
Sun Aug 31 03:29:11 +0000 2025,7,Situasi Jakarta berangsur kondusif pasca aksi unjuk rasa yang terjadi tiga hari berturut-turut sejak Kamis (28/8) hingga Sabtu (30/8) kemarin. Masyarakat asyik berolahraga di arena Car Free Day (CFD) Sudirman-Thamrin pada Minggu (31/8/2025) pagi. Meski tidak seramai biasanya https://t.co/rVsdKdtYbb,1,2,2,[],situasi jakarta berangsur kondusif pasca aksi unjuk rasa yang terjadi tiga hari berturutturut sejak kamis  hingga sabtu  kemarin masyarakat asyik berolahraga di arena car free day cfd sudirmanthamrin pada minggu  pagi meski tidak seramai biasanya,situasi jakarta berangsur kondusif pasca aksi unjuk berturutturut kamis sabtu kemarin masyarakat asyik berolahraga arena car free day cfd sudirmanthamrin minggu pagi seramai,"['situasi', 'jakarta', 'berangsur', 'kondusif', 'pasca', 'aksi', 'unjuk', 'berturutturut', 'kamis', 'sabtu', 'kemarin', 'masyarakat', 'asyik', 'berolahraga', 'arena', 'car', 'free', 'day', 'cfd', 'sudirmanthamrin', 'minggu', 'pagi', 'seramai']",situasi jakarta angsur kondusif pasca aksi unjuk berturutturut kamis sabtu kemarin masyarakat asyik olahraga arena car free day cfd sudirmanthamrin minggu pagi serama,situasi jakarta berangsur kondusif pasca aksi unjuk berturutturut kami sabtu kemarin masyarakat asyik berolahraga arena car free day cfd sudirmanthamrin minggu pagi seramai
Thu Aug 28 10:13:30 +0000 2025,239,Massa aksi mahasiswa dipukul mundur ke dua arah. Sebagian massa dari Gerbang Pancasila digiring mundur ke arah Tomang/Grogol. Sementara itu massa dari depan Gedung DPR didorong ke arah sebaliknya sekitaran Senayan Park. #liputan6dotcom #Lip6driz #demo https://t.co/b03boLX7CO,7,5,174,"['#liputan6dotcom', '#Lip6driz', '#demo']",massa aksi mahasiswa dipukul mundur ke dua arah sebagian massa dari gerbang pancasila digiring mundur ke arah tomanggrogol sementara itu massa dari depan gedung dpr didorong ke arah sebaliknya sekitaran senayan park,massa aksi mahasiswa dipukul mundur arah massa gerbang pancasila digiring mundur arah tomanggrogol massa gedung dewan perwakilan rakyat didorong arah sekitaran senayan park,"['massa', 'aksi', 'mahasiswa', 'dipukul', 'mundur', 'arah', 'massa', 'gerbang', 'pancasila', 'digiring', 'mundur', 'arah', 'tomanggrogol', 'massa', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'didorong', 'arah', 'sekitaran', 'senayan', 'park']",massa aksi mahasiswa pukul mundur arah massa gerbang pancasila giring mundur arah tomanggrogol massa gedung dewan wakil rakyat dorong arah sekitar senayan park,massa aksi mahasiswa dipukul mundur arah massa gerbang pancasila digiring mundur arah tomanggrogol massa gedung dewan perwakilan rakyat didorong arah sekitaran senayan park
Fri Aug 29 10:54:32 +0000 2025,35699,reminder poin poin tuntutan demo: - penghapusan kenaikan gaji dan tunjangan DPR - hapus outsourcing - tolak upah murah - stop PHK dan bentuk satgas PHK - reformasi pajak perburuhan (naikkan PTKP menjadi 7.5 juta rupiah per bulan hapus pajak pesangon hapus pajak THR hapus,257,34,33246,[],reminder poin poin tuntutan demo  penghapusan kenaikan gaji dan tunjangan dpr  hapus outsourcing  tolak upah murah  stop phk dan bentuk satgas phk  reformasi pajak perburuhan naikkan ptkp menjadi  juta rupiah per bulan hapus pajak pesangon hapus pajak thr hapus,reminder poin poin tuntutan demo penghapusan kenaikan gaji tunjangan dewan perwakilan rakyat hapus outsourcing tolak upah murah stop phk bentuk satgas phk reformasi pajak perburuhan naikkan ptkp juta rupiah hapus pajak pesangon hapus pajak thr hapus,"['reminder', 'poin', 'poin', 'tuntutan', 'demo', 'penghapusan', 'kenaikan', 'gaji', 'tunjangan', 'dewan', 'perwakilan', 'rakyat', 'hapus', 'outsourcing', 'tolak', 'upah', 'murah', 'stop', 'phk', 'bentuk', 'satgas', 'phk', 'reformasi', 'pajak', 'perburuhan', 'naikkan', 'ptkp', 'juta', 'rupiah', 'hapus', 'pajak', 'pesangon', 'hapus', 'pajak', 'thr', 'hapus']",reminder poin poin tuntut demo hapus naik gaji tunjang dewan wakil rakyat hapus outsourcing tolak upah murah stop phk bentuk satgas phk reformasi pajak buruh naik ptkp juta rupiah hapus pajak sangon hapus pajak thr hapus,reminder poin poin tuntutan demo penghapusan kenaikan gaji tunjangan dewan perwakilan rakyat hapus outsourcing tolak upah murah stop phk bentuk satgas phk reformasi pajak perburuhan naikkan ptkp juta rupiah hapus pajak pesangon hapus pajak thr hapus
Fri Aug 29 03:43:20 +0000 2025,628,buat teman2 yg mau turun ke jalan hari ini temanku udah nyiapin ringkasan lengkap untuk taktik protes dan demo; keselamatan medis defensif dan lainnya. lengkapnya bisa diunduh di tautan2 ini: 1. https://t.co/UgXH0TYmRI 2. https://t.co/ROdmPAt5Jy 3. https://t.co/13rD5ogUmO https://t.co/POqtv0wdcN,8,1,701,[],buat teman yg mau turun ke jalan hari ini temanku udah nyiapin ringkasan lengkap untuk taktik protes dan demo keselamatan medis defensif dan lainnya lengkapnya bisa diunduh di tautan ini   ,teman turun jalan temanku nyiapin ringkasan lengkap taktik protes demo keselamatan medis defensif lengkapnya diunduh tautan,"['teman', 'turun', 'jalan', 'temanku', 'nyiapin', 'ringkasan', 'lengkap', 'taktik', 'protes', 'demo', 'keselamatan', 'medis', 'defensif', 'lengkapnya', 'diunduh', 'tautan']",teman turun jalan teman nyiapin ringkas lengkap taktik protes demo selamat medis defensif lengkap unduh taut,teman turun jalan temanku nyiapin ringkasan lengkap taktik protes demo keselamatan medis defensif lengkapnya diunduh tautan
Fri Aug 29 09:33:16 +0000 2025,797,Dari depan gedung DPRD aksi Mahasiswa tidak mundur meskipun terus dihujani gas air mata. https://t.co/smWPwVTKwQ,18,9,324,[],dari depan gedung dprd aksi mahasiswa tidak mundur meskipun terus dihujani gas air mata,gedung dprd aksi mahasiswa mundur dihujani gas air mata,"['gedung', 'dprd', 'aksi', 'mahasiswa', 'mundur', 'dihujani', 'gas', 'air', 'mata']",gedung dprd aksi mahasiswa mundur hujan gas air mata,gedung dprd aksi mahasiswa mundur dihujani gas air mata
Fri Aug 29 08:25:59 +0000 2025,370,Badan Eksekutif Mahasiswa Universitas Indonesia (BEM UI) akan menggelar unjuk rasa di Polda Metro Jaya. Massa mahasiswa berangkat menggunakan bus dari kampus UI Depok Jawa Barat. &gt;&gt; https://t.co/9m03rpxXPp https://t.co/6HTPrgjESL,5,5,89,[],badan eksekutif mahasiswa universitas indonesia bem ui akan menggelar unjuk rasa di polda metro jaya massa mahasiswa berangkat menggunakan bus dari kampus ui depok jawa barat gtgt,badan eksekutif mahasiswa universitas indonesia bem ui menggelar unjuk polda metro jaya massa mahasiswa berangkat bus kampus ui depok jawa barat gtgt,"['badan', 'eksekutif', 'mahasiswa', 'universitas', 'indonesia', 'bem', 'ui', 'menggelar', 'unjuk', 'polda', 'metro', 'jaya', 'massa', 'mahasiswa', 'berangkat', 'bus', 'kampus', 'ui', 'depok', 'jawa', 'barat', 'gtgt']",badan eksekutif mahasiswa universitas indonesia bem ui gelar unjuk polda metro jaya massa mahasiswa berangkat bus kampus ui depok jawa barat gtgt,badan eksekutif mahasiswa universitas indonesia bem ui menggelar unjuk polda metro jaya massa mahasiswa berangkat bus kampus ui depok jawa barat gtgt
Fri Aug 29 08:53:46 +0000 2025,1319,Situasi terkini dari aksi Mahasiswa di depan Gedung DPRD. Gas air mata sudah mulai ditembakan https://t.co/MS07D3vqIW,40,46,542,[],situasi terkini dari aksi mahasiswa di depan gedung dprd gas air mata sudah mulai ditembakan,situasi terkini aksi mahasiswa gedung dprd gas air mata ditembakan,"['situasi', 'terkini', 'aksi', 'mahasiswa', 'gedung', 'dprd', 'gas', 'air', 'mata', 'ditembakan']",situasi kini aksi mahasiswa gedung dprd gas air mata tembak,situasi terkini aksi mahasiswa gedung dprd gas air mata ditembakan
Sat Aug 30 13:43:58 +0000 2025,212,Aksi unjuk rasa juga terjadi di Cirebon Surabaya dan Yogyakarta Sabtu (30/08). Di Cirebon dan Yogyakarta demonstrasi berujung ricuh. Sementara di Surabaya mahasiswa berunjuk rasa menuntut pembebasan kawan-kawan mereka yang ditangkap aparat. https://t.co/gD3shyxj3x,0,9,78,[],aksi unjuk rasa juga terjadi di cirebon surabaya dan yogyakarta sabtu  di cirebon dan yogyakarta demonstrasi berujung ricuh sementara di surabaya mahasiswa berunjuk rasa menuntut pembebasan kawankawan mereka yang ditangkap aparat,aksi unjuk cirebon surabaya yogyakarta sabtu cirebon yogyakarta demonstrasi berujung ricuh surabaya mahasiswa berunjuk menuntut pembebasan kawankawan ditangkap aparat,"['aksi', 'unjuk', 'cirebon', 'surabaya', 'yogyakarta', 'sabtu', 'cirebon', 'yogyakarta', 'demonstrasi', 'berujung', 'ricuh', 'surabaya', 'mahasiswa', 'berunjuk', 'menuntut', 'pembebasan', 'kawankawan', 'ditangkap', 'aparat']",aksi unjuk cirebon surabaya yogyakarta sabtu cirebon yogyakarta demonstrasi ujung ricuh surabaya mahasiswa unjuk tuntut bebas kawankawan tangkap aparat,aksi unjuk cirebon surabaya yogyakarta sabtu cirebon yogyakarta demonstrasi berujung ricuh surabaya mahasiswa berunjuk menuntut pembebasan kawankawan ditangkap aparat
Sat Aug 30 14:25:17 +0000 2025,154,First of all demonstran itu NGGAK anarkis ya. Yang bikin ada kekerasan dan chaos itu provokator dan plokis. Second of all bukannya lu sendiri yang encourage rakyat buat demo/unjuk rasa untuk nyampein aspirasi kita? Apa kita cuma boleh demo kalo pas presidennya bukan lu ndut? https://t.co/64OMyYMlpn,1,1,47,[],first of all demonstran itu nggak anarkis ya yang bikin ada kekerasan dan chaos itu provokator dan plokis second of all bukannya lu sendiri yang encourage rakyat buat demounjuk rasa untuk nyampein aspirasi kita apa kita cuma boleh demo kalo pas presidennya bukan lu ndut,first of all demonstran anarkis ya bikin kekerasan chaos provokator plokis second of all encourage rakyat demounjuk nyampein aspirasi demo kalo pas presidennya ndut,"['first', 'of', 'all', 'demonstran', 'anarkis', 'ya', 'bikin', 'kekerasan', 'chaos', 'provokator', 'plokis', 'second', 'of', 'all', 'encourage', 'rakyat', 'demounjuk', 'nyampein', 'aspirasi', 'demo', 'kalo', 'pas', 'presidennya', 'ndut']",first of all demonstran anarkis ya bikin keras chaos provokator plokis second of all encourage rakyat demounjuk nyampein aspirasi demo kalo pas presiden ndut,first of all demonstran anarkis ya bikin kekerasan chaos provokator plokis second of all encourage rakyat demounjuk nyampein aspirasi demo kalo pa presidennya ndut
Fri Aug 29 09:38:15 +0000 2025,261,Sejumlah mahasiswa Universitas Indonesia berangkat menuju Polda Metro Jaya untuk menggelar unjuk rasa pada Jumat (29/8). Mereka rencananya akan bergabung dengan berbagai elemen masyarakat. Menurut koordinator aksi langkah ini merupakan bentuk kekecewaan mahasiswa terhadap https://t.co/74BgG8iqT4,2,6,73,[],sejumlah mahasiswa universitas indonesia berangkat menuju polda metro jaya untuk menggelar unjuk rasa pada jumat  mereka rencananya akan bergabung dengan berbagai elemen masyarakat menurut koordinator aksi langkah ini merupakan bentuk kekecewaan mahasiswa terhadap,mahasiswa universitas indonesia berangkat polda metro jaya menggelar unjuk jumat rencananya bergabung elemen masyarakat koordinator aksi langkah bentuk kekecewaan mahasiswa,"['mahasiswa', 'universitas', 'indonesia', 'berangkat', 'polda', 'metro', 'jaya', 'menggelar', 'unjuk', 'jumat', 'rencananya', 'bergabung', 'elemen', 'masyarakat', 'koordinator', 'aksi', 'langkah', 'bentuk', 'kekecewaan', 'mahasiswa']",mahasiswa universitas indonesia berangkat polda metro jaya gelar unjuk jumat rencana gabung elemen masyarakat koordinator aksi langkah bentuk kecewa mahasiswa,mahasiswa universitas indonesia berangkat polda metro jaya menggelar unjuk jumat rencananya bergabung elemen masyarakat koordinator aksi langkah bentuk kekecewaan mahasiswa
Thu Aug 28 08:56:01 +0000 2025,792,#Foto Massa mahasiswa menggelar demonstrasi di Gerbang Pancasila pintu belakang kompleks DPR. Mereka menuntut terkait kinerja dan gaji anggota DPR. &gt;&gt; https://t.co/gyL5LD1BZ6 Foto: Rifkianto Nugroho/detikcom https://t.co/Kt6mRaeJJr,3,5,373,['#Foto'],massa mahasiswa menggelar demonstrasi di gerbang pancasila pintu belakang kompleks dpr mereka menuntut terkait kinerja dan gaji anggota dpr gtgt foto rifkianto nugrohodetikcom,massa mahasiswa menggelar demonstrasi gerbang pancasila pintu kompleks dewan perwakilan rakyat menuntut terkait kinerja gaji anggota dewan perwakilan rakyat gtgt foto rifkianto nugrohodetikcom,"['massa', 'mahasiswa', 'menggelar', 'demonstrasi', 'gerbang', 'pancasila', 'pintu', 'kompleks', 'dewan', 'perwakilan', 'rakyat', 'menuntut', 'terkait', 'kinerja', 'gaji', 'anggota', 'dewan', 'perwakilan', 'rakyat', 'gtgt', 'foto', 'rifkianto', 'nugrohodetikcom']",massa mahasiswa gelar demonstrasi gerbang pancasila pintu kompleks dewan wakil rakyat tuntut kait kerja gaji anggota dewan wakil rakyat gtgt foto rifkianto nugrohodetikcom,massa mahasiswa menggelar demonstrasi gerbang pancasila pintu kompleks dewan perwakilan rakyat menuntut terkait kinerja gaji anggota dewan perwakilan rakyat gtgt foto rifkianto nugrohodetikcom
Fri Aug 29 01:22:09 +0000 2025,3189,Pemicu terjadinya demo: - Eko Patrio - Uya Kuya - Sri Mulyani https://t.co/3c0A2DRGQ6,13,66,629,[],pemicu terjadinya demo  eko patrio  uya kuya  sri mulyani,pemicu demo eko patrio uya kuya sri mulyani,"['pemicu', 'demo', 'eko', 'patrio', 'uya', 'kuya', 'sri', 'mulyani']",picu demo eko patrio uya kuya sri mulyani,pemicu demo eko patrio uya kuya sri mulyani
Mon Aug 25 11:28:57 +0000 2025,820,DARI SISI LAIN DEMO 25/8/2025 DEPAN DPR... MASSA AKSI MELAMPIASKAN KEKECEWAAN DAN KEMARAHAN PADA MOBIL YANG DIDUGA ANGGOTA DPR...‼️ #DesakPrabowoBubarkanDPR #DesakPrabowoBubarkanDPR 🆘🆗 https://t.co/Z9MPBan6ez,14,81,310,"['#DesakPrabowoBubarkanDPR', '#DesakPrabowoBubarkanDPR']",dari sisi lain demo  depan dpr massa aksi melampiaskan kekecewaan dan kemarahan pada mobil yang diduga anggota dpr ,sisi demo dewan perwakilan rakyat massa aksi melampiaskan kekecewaan kemarahan mobil diduga anggota dewan perwakilan rakyat,"['sisi', 'demo', 'dewan', 'perwakilan', 'rakyat', 'massa', 'aksi', 'melampiaskan', 'kekecewaan', 'kemarahan', 'mobil', 'diduga', 'anggota', 'dewan', 'perwakilan', 'rakyat']",sisi demo dewan wakil rakyat massa aksi lampias kecewa marah mobil duga anggota dewan wakil rakyat,sisi demo dewan perwakilan rakyat massa aksi melampiaskan kekecewaan kemarahan mobil diduga anggota dewan perwakilan rakyat
Sat Aug 30 06:52:51 +0000 2025,15,Aksi unjuk rasa pengemudi ojek online (ojol) di Jalan Kramat Kwitang Jakarta Pusat Sabtu (30/8/2025) sempat diwarnai momen unik. Di tengah ketegangan sejumlah warga berkerumun menyaksikan pertunjukan topeng monyet di jalanan yang masih dipenuhi puing batu dan sisa bakaran. https://t.co/srW2uom8Tc,3,1,5,[],aksi unjuk rasa pengemudi ojek online ojol di jalan kramat kwitang jakarta pusat sabtu  sempat diwarnai momen unik di tengah ketegangan sejumlah warga berkerumun menyaksikan pertunjukan topeng monyet di jalanan yang masih dipenuhi puing batu dan sisa bakaran,aksi unjuk pengemudi ojek online ojol jalan kramat kwitang jakarta pusat sabtu diwarnai momen unik ketegangan warga berkerumun menyaksikan pertunjukan topeng jalanan dipenuhi puing batu sisa bakaran,"['aksi', 'unjuk', 'pengemudi', 'ojek', 'online', 'ojol', 'jalan', 'kramat', 'kwitang', 'jakarta', 'pusat', 'sabtu', 'diwarnai', 'momen', 'unik', 'ketegangan', 'warga', 'berkerumun', 'menyaksikan', 'pertunjukan', 'topeng', 'jalanan', 'dipenuhi', 'puing', 'batu', 'sisa', 'bakaran']",aksi unjuk kemudi ojek online ojol jalan kramat kwitang jakarta pusat sabtu warna momen unik tegang warga kerumun saksi tunjuk topeng jalan penuh puing batu sisa bakar,aksi unjuk pengemudi ojek online ojol jalan kramat kwitang jakarta pusat sabtu diwarnai momen unik ketegangan warga berkerumun menyaksikan pertunjukan topeng jalanan dipenuhi puing batu sisa bakaran
Thu Aug 28 12:27:38 +0000 2025,665,Massa buruh menyampaikan 6 tuntutan dari Hapus Outsourcing dan Tolak Upah Murah hingga Redesain Sistem Pemilu 2029. Namun sejak siang tadi sebagian besar buruh yang turun ke jalan sejak pagi telah meninggalkan lokasi demonstrasi. Mahasiswa dan elemen masyarakat mengambil alih https://t.co/RArj4jiBWQ,3,7,272,[],massa buruh menyampaikan  tuntutan dari hapus outsourcing dan tolak upah murah hingga redesain sistem pemilu  namun sejak siang tadi sebagian besar buruh yang turun ke jalan sejak pagi telah meninggalkan lokasi demonstrasi mahasiswa dan elemen masyarakat mengambil alih,massa buruh tuntutan hapus outsourcing tolak upah murah redesain sistem pemilu siang buruh turun jalan pagi meninggalkan lokasi demonstrasi mahasiswa elemen masyarakat mengambil alih,"['massa', 'buruh', 'tuntutan', 'hapus', 'outsourcing', 'tolak', 'upah', 'murah', 'redesain', 'sistem', 'pemilu', 'siang', 'buruh', 'turun', 'jalan', 'pagi', 'meninggalkan', 'lokasi', 'demonstrasi', 'mahasiswa', 'elemen', 'masyarakat', 'mengambil', 'alih']",massa buruh tuntut hapus outsourcing tolak upah murah redesain sistem milu siang buruh turun jalan pagi tinggal lokasi demonstrasi mahasiswa elemen masyarakat ambil alih,massa buruh tuntutan hapus outsourcing tolak upah murah redesain sistem pemilu siang buruh turun jalan pagi meninggalkan lokasi demonstrasi mahasiswa elemen masyarakat mengambil alih
Thu Aug 28 08:27:29 +0000 2025,432,(28/08/2025) pukul 14:37 Semangatt! Mahasiswa lakukan desak gedung DPR PANJANG UMUR PERJUANGAN #demodpr #indonesiagelap #demodpr #panjangumurperjuangan #hidupmahasiswa # https://t.co/HelPmDKVG6,2,8,125,"['#demodpr', '#indonesiagelap', '#demodpr', '#panjangumurperjuangan', '#hidupmahasiswa']", pukul  semangatt mahasiswa lakukan desak gedung dpr panjang umur perjuangan ,semangatt mahasiswa lakukan desak gedung dewan perwakilan rakyat umur perjuangan,"['semangatt', 'mahasiswa', 'lakukan', 'desak', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'umur', 'perjuangan']",semangatt mahasiswa laku desak gedung dewan wakil rakyat umur juang,semangatt mahasiswa lakukan desak gedung dewan perwakilan rakyat umur perjuangan
Thu Aug 28 09:27:03 +0000 2025,576,Rusuh demo depan Gedung DPR Kamis 28 Agustus 2025 Mahasiswa Vs keparat https://t.co/DEjctpa5Rf,9,13,238,[],rusuh demo depan gedung dpr kamis  agustus  mahasiswa vs keparat,rusuh demo gedung dewan perwakilan rakyat kamis agustus mahasiswa vs,"['rusuh', 'demo', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'kamis', 'agustus', 'mahasiswa', 'vs']",rusuh demo gedung dewan wakil rakyat kamis agustus mahasiswa vs,rusuh demo gedung dewan perwakilan rakyat kami agustus mahasiswa v
Mon Aug 25 04:30:08 +0000 2025,661,Pengemudi ojek online (ojol) yang mengikuti demo 25 Agustus 2025 meminta para anggota DPR RI memperhatikan nasib rakyat dibandingkan kepentingan peribadinya sendiri. Baca selengkapnya https://t.co/Qde67LAKmJ ~LL #Demo #DPR https://t.co/RTL6GKxHWp,5,7,176,"['#Demo', '#DPR']",pengemudi ojek online ojol yang mengikuti demo  agustus  meminta para anggota dpr ri memperhatikan nasib rakyat dibandingkan kepentingan peribadinya sendiri baca selengkapnya ll,pengemudi ojek online ojol mengikuti demo agustus anggota dewan perwakilan rakyat memperhatikan nasib rakyat dibandingkan kepentingan peribadinya baca selengkapnya ll,"['pengemudi', 'ojek', 'online', 'ojol', 'mengikuti', 'demo', 'agustus', 'anggota', 'dewan', 'perwakilan', 'rakyat', 'memperhatikan', 'nasib', 'rakyat', 'dibandingkan', 'kepentingan', 'peribadinya', 'baca', 'selengkapnya', 'll']",kemudi ojek online ojol ikut demo agustus anggota dewan wakil rakyat perhati nasib rakyat banding penting peribadinya baca lengkap ll,pengemudi ojek online ojol mengikuti demo agustus anggota dewan perwakilan rakyat memperhatikan nasib rakyat dibandingkan kepentingan peribadinya baca selengkapnya ll
Sat Aug 30 17:13:27 +0000 2025,259,YANG DEMO AKSI DI JOGJA PLS BE AWAREE! MEDIS JOGJA JUGA TOLONG DI PERHATIKAN KANAN KIRINYA YA. INDONESIA SUDAH TIDAK AMAN UNTUK MASYARAKAT (sumber dari teman kampusku) https://t.co/OVcSZZrJL8,8,2,109,[],yang demo aksi di jogja pls be awaree medis jogja juga tolong di perhatikan kanan kirinya ya indonesia sudah tidak aman untuk masyarakat sumber dari teman kampusku,demo aksi jogja pls be awaree medis jogja tolong perhatikan kanan kirinya ya indonesia aman masyarakat sumber teman kampusku,"['demo', 'aksi', 'jogja', 'pls', 'be', 'awaree', 'medis', 'jogja', 'tolong', 'perhatikan', 'kanan', 'kirinya', 'ya', 'indonesia', 'aman', 'masyarakat', 'sumber', 'teman', 'kampusku']",demo aksi jogja pls be awaree medis jogja tolong perhati kanan kiri ya indonesia aman masyarakat sumber teman kampus,demo aksi jogja pls be awaree medis jogja tolong perhatikan kanan kirinya ya indonesia aman masyarakat sumber teman kampusku
Thu Aug 28 07:51:29 +0000 2025,2539,Hari ini mahasiswa melakukan aksi demo lagi didepan gedung DPR RI Mereka melakukan aksi damai dan tertib . Harusnya pejabat negara menemui mereka dnger aspirasi rakyat . Mereka uda melakukan aksi demokrasi tertib . Mana kata puan pintu DPR terbuka lebar ? Masih dikunci https://t.co/m3YNacxWO3,17,41,562,[],hari ini mahasiswa melakukan aksi demo lagi didepan gedung dpr ri mereka melakukan aksi damai dan tertib  harusnya pejabat negara menemui mereka dnger aspirasi rakyat  mereka uda melakukan aksi demokrasi tertib  mana kata puan pintu dpr terbuka lebar  masih dikunci,mahasiswa aksi demo didepan gedung dewan perwakilan rakyat aksi damai tertib pejabat negara menemui dnger aspirasi rakyat uda aksi demokrasi tertib puan pintu dewan perwakilan rakyat terbuka lebar dikunci,"['mahasiswa', 'aksi', 'demo', 'didepan', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'aksi', 'damai', 'tertib', 'pejabat', 'negara', 'menemui', 'dnger', 'aspirasi', 'rakyat', 'uda', 'aksi', 'demokrasi', 'tertib', 'puan', 'pintu', 'dewan', 'perwakilan', 'rakyat', 'terbuka', 'lebar', 'dikunci']",mahasiswa aksi demo depan gedung dewan wakil rakyat aksi damai tertib jabat negara temu dnger aspirasi rakyat uda aksi demokrasi tertib puan pintu dewan wakil rakyat buka lebar kunci,mahasiswa aksi demo didepan gedung dewan perwakilan rakyat aksi damai tertib pejabat negara menemui dnger aspirasi rakyat uda aksi demokrasi tertib puan pintu dewan perwakilan rakyat terbuka lebar dikunci
Thu Aug 28 07:53:42 +0000 2025,678,14.47 #LiputanSonora Aksi demo ratusan Mahasiswa di depan DPR terus berdatangan setelah sebelumnya aksi demo dilakukan oleh ribuan kelompok buruh. Saat ini pendemo tampak membakar seperti botol didepan pagar DPR. Via @bram92 https://t.co/bgdkI1fxNW,17,20,294,['#LiputanSonora'], aksi demo ratusan mahasiswa di depan dpr terus berdatangan setelah sebelumnya aksi demo dilakukan oleh ribuan kelompok buruh saat ini pendemo tampak membakar seperti botol didepan pagar dpr via,aksi demo ratusan mahasiswa dewan perwakilan rakyat aksi demo ribuan kelompok buruh pendemo membakar botol didepan pagar dewan perwakilan rakyat via,"['aksi', 'demo', 'ratusan', 'mahasiswa', 'dewan', 'perwakilan', 'rakyat', 'aksi', 'demo', 'ribuan', 'kelompok', 'buruh', 'pendemo', 'membakar', 'botol', 'didepan', 'pagar', 'dewan', 'perwakilan', 'rakyat', 'via']",aksi demo ratus mahasiswa dewan wakil rakyat aksi demo ribu kelompok buruh demo bakar botol depan pagar dewan wakil rakyat via,aksi demo ratusan mahasiswa dewan perwakilan rakyat aksi demo ribuan kelompok buruh pendemo membakar botol didepan pagar dewan perwakilan rakyat via
Fri Aug 29 11:10:49 +0000 2025,310,GUYS DAPET UPDATE DEMO UNIV BANDUNG di depan posko medik kebakar dan udah mulai ricuh sampe pada kejar-kejaran mobil ambulans dihalangin tapi rumah dinas pemprov berhasil dibakar massa #BubarkanDPR #polisipembunuh #polisipembunuhrakyat #resetindonesia https://t.co/wclLLAgTiY,4,6,161,"['#BubarkanDPR', '#polisipembunuh', '#polisipembunuhrakyat', '#resetindonesia']",guys dapet update demo univ bandung di depan posko medik kebakar dan udah mulai ricuh sampe pada kejarkejaran mobil ambulans dihalangin tapi rumah dinas pemprov berhasil dibakar massa,guys dapet update demo univ bandung posko medik kebakar ricuh sampe kejarkejaran mobil ambulans dihalangin rumah dinas pemprov berhasil dibakar massa,"['guys', 'dapet', 'update', 'demo', 'univ', 'bandung', 'posko', 'medik', 'kebakar', 'ricuh', 'sampe', 'kejarkejaran', 'mobil', 'ambulans', 'dihalangin', 'rumah', 'dinas', 'pemprov', 'berhasil', 'dibakar', 'massa']",guys dapet update demo univ bandung posko medik bakar ricuh sampe kejarkejaran mobil ambulans dihalangin rumah dinas pemprov hasil bakar massa,guy dapet update demo univ bandung posko medik kebakar ricuh sampe kejarkejaran mobil ambulans dihalangin rumah dinas pemprov berhasil dibakar massa
